V 1468
h vendor/search/frame/reducer/chart0.ts 2878 -8.7350,15.5250 -8.4990,15.1420 -8.1330,15.3680 -8.3700,15.7500
h vendor/handlers/server/limit/loader0.ts 2885 -13.5690,5.8580 -13.3530,5.5600 -13.1100,5.7360 -13.3260,6.0340
h vendor/handlers/server/limit/session4.go 2886 -14.8830,6.7540 -14.5230,6.8690 -14.5990,7.1090 -14.9600,6.9940
h vendor/handlers/server/limit/query24.go 2887 -15.2770,6.1690 -14.8490,6.2360 -14.9040,6.5900 -15.3320,6.5230
h vendor/handlers/server/limit/index7.go 2888 -14.8110,6.5920 -14.7370,6.1260 -14.3660,6.1850 -14.4410,6.6510
h tests/billing/session/form4.py 2893 2.2470,14.7470 2.3130,14.4840 2.5130,14.5340 2.4470,14.7970
h web/store/panel/chart57.py 2900 -20.8430,12.4820 -20.5290,12.7580 -20.6380,12.8810 -20.9520,12.6050
h web/store/panel/index22.sql 2901 -20.6850,14.7670 -20.5600,14.9810 -20.7420,15.0870 -20.8670,14.8740
h web/store/panel/sprite10.py 2902 -17.8970,15.1190 -17.6880,15.2810 -17.8400,15.4790 -18.0500,15.3170
h web/store/panel/token5.sql 2903 -20.7180,15.2540 -20.4740,15.1160 -20.3850,15.2730 -20.6290,15.4100
h web/store/panel/hasher74.go 2904 -20.1450,11.6860 -19.6720,11.9500 -19.8500,12.2700 -20.3230,12.0060
h scripts/schema/form/guard/theme2.go 2905 -21.0020,12.9400 -20.8090,13.2950 -21.1560,13.4840 -21.3490,13.1280
h scripts/schema/form/guard/invoice1.md 2906 -20.9250,13.9800 -20.6200,13.8140 -20.5280,13.9820 -20.8330,14.1490
h scripts/schema/form/guard/panel0.go 2907 -20.1570,13.8830 -19.9920,14.2440 -20.3040,14.3870 -20.4690,14.0260
h web/store/panel/form86.rs 2918 -16.3530,17.7100 -16.2700,17.4400 -16.0380,17.5120 -16.1210,17.7820
h web/store/panel/server78.ts 2919 -15.6710,17.8880 -15.6100,18.1740 -15.8960,18.2350 -15.9570,17.9490
h web/store/panel/query55.sql 2920 -16.8850,18.4690 -16.6630,18.2860 -16.5260,18.4530 -16.7480,18.6360
h web/store/panel/limit11.tsx 2921 -16.5520,17.8520 -16.3290,18.1640 -16.4900,18.2800 -16.7140,17.9680
h vendor/api/user/signer/metric11.py 2926 -18.5930,0.2640 -18.5930,0.2640 -18.5930,0.2640 -18.5930,0.2640
h vendor/api/user/signer/buffer76.sql 2926 -18.4980,0.3190 -18.4000,0.4620 -18.4870,0.5220 -18.5850,0.3790
h vendor/api/user/signer/event44.py 2927 -17.3450,0.6330 -17.3440,0.6330 -17.3440,0.6330 -17.3450,0.6330
h vendor/api/user/signer/reducer22.go 2927 -17.2170,0.7530 -17.1060,0.6910 -17.0540,0.7820 -17.1650,0.8450
h vendor/api/user/signer/metric14.tsx 2932 -19.5440,0.4020 -19.0790,0.2990 -19.0090,0.6160 -19.4740,0.7190
h vendor/api/user/signer/clock72.rs 2933 -20.3460,0.4450 -20.0760,0.7440 -20.2460,0.8980 -20.5170,0.5990
h vendor/api/user/signer/modal23.rs 2934 -19.2730,0.9530 -19.1230,0.6960 -18.9070,0.8230 -19.0560,1.0790
h vendor/api/user/signer/widget27.sql 2935 -20.8800,1.2670 -20.7710,1.5500 -20.9720,1.6270 -21.0810,1.3440
h vendor/api/user/signer/token40.md 2936 -19.5100,1.4980 -19.1150,1.3470 -19.0170,1.6040 -19.4130,1.7540
h web/store/session/buffer/shard/client/pool3.py 2944 10.4460,16.5880 10.6270,16.4820 10.7080,16.6200 10.5260,16.7250
h web/store/session/buffer/shard/client/mapper20.rs 2944 10.6620,17.1420 10.7680,17.0280 10.8310,17.0860 10.7250,17.2000
h web/store/session/buffer/shard/client/plan1.md 2945 10.9940,17.5650 10.9950,17.5650 10.9950,17.5650 10.9940,17.5650
h web/store/session/buffer/shard/client/mapper27.go 2945 11.0330,17.8340 11.0720,17.8390 11.0700,17.8500 11.0310,17.8460
h tools/schema/frame/policy58.json 2949 2.8740,-22.4570 2.9920,-22.7930 3.1900,-22.7230 3.0720,-22.3870
h tools/schema/frame/clock2.tsx 2950 3.8660,-21.8580 3.8480,-22.2450 4.0530,-22.2540 4.0710,-21.8680
h tools/schema/frame/reducer53.md 2951 2.5780,-21.6380 2.6350,-21.9970 2.8820,-21.9570 2.8250,-21.5990
h tools/schema/frame/buffer31.md 2952 3.3620,-22.8980 3.7380,-22.7540 3.6220,-22.4510 3.2450,-22.5960
h infra/graph/policy/account6.ts 2960 6.1150,-21.5200 6.2090,-21.2570 6.0900,-21.2140 5.9950,-21.4770
h infra/graph/policy/router3.md 2961 4.8760,-20.1180 5.1460,-20.0810 5.1250,-19.9310 4.8560,-19.9690
h infra/graph/policy/metric0.ts 2962 5.7310,-20.0130 5.8280,-20.2380 5.9240,-20.1970 5.8260,-19.9720
h infra/graph/policy/policy5.go 2962 6.2400,-20.1060 6.3740,-20.2470 6.5150,-20.1130 6.3810,-19.9720
h services/media/retry/clock/user/retry7.md 2964 5.1440,-21.7150 5.1830,-21.9330 5.3350,-21.9050 5.2970,-21.6880
h services/media/retry/clock/user/codec6.go 2964 5.4130,-21.5730 5.4780,-21.7970 5.5710,-21.7700 5.5060,-21.5460
h services/media/retry/clock/user/retry1.md 2964 5.9240,-21.7160 5.9600,-21.7520 5.9790,-21.7320 5.9440,-21.6960
h services/media/retry/clock/user/metric3.go 2965 4.3230,-20.5650 4.3800,-20.7200 4.5170,-20.6690 4.4600,-20.5140
h services/media/retry/clock/user/panel5.tsx 2965 4.6270,-20.6320 4.7310,-20.5120 4.6280,-20.4230 4.5240,-20.5430
h server/domain/codec/codec/metric0.json 2970 -15.0090,-11.8460 -15.0030,-12.2230 -14.7420,-12.2190 -14.7480,-11.8420
h packages/hooks/session/invoice/user5.sql 2971 -14.2390,-10.9650 -14.0390,-11.0990 -13.9450,-10.9580 -14.1450,-10.8240
h packages/hooks/session/invoice/modal4.tsx 2972 -14.7880,-10.7880 -14.6960,-10.5120 -14.8660,-10.4560 -14.9580,-10.7320
h packages/hooks/session/invoice/user2.ts 2973 -14.5040,-12.7580 -14.0270,-13.3120 -13.6690,-13.0040 -14.1470,-12.4500
h packages/hooks/session/invoice/widget8.ts 2974 -14.5260,-12.0600 -14.0980,-11.8310 -14.3200,-11.4150 -14.7490,-11.6450
h server/domain/codec/codec/clock1.ts 2975 -14.0690,-11.7390 -13.5970,-11.6080 -13.6660,-11.3580 -14.1380,-11.4890
h vendor/handlers/server/limit/token30.py 2979 -15.5130,7.2040 -15.2000,7.1210 -15.1480,7.3160 -15.4610,7.3990
h vendor/handlers/server/limit/loader22.tsx 2980 -16.9180,7.7350 -16.7540,7.9440 -16.9200,8.0740 -17.0830,7.8650
h vendor/handlers/server/limit/metric12.tsx 2981 -16.1490,8.1030 -15.9180,8.3200 -16.0560,8.4670 -16.2870,8.2500
h vendor/handlers/server/limit/sprite19.go 2982 -16.8950,7.5570 -16.7180,7.3450 -16.5650,7.4730 -16.7410,7.6850
h vendor/api/hasher/session/frame/modal6.json 2986 -16.5220,6.2500 -16.4500,6.6150 -16.7160,6.6680 -16.7880,6.3030
h vendor/api/hasher/session/frame/theme14.sql 2987 -17.1320,6.4190 -16.9200,6.4610 -16.9580,6.6570 -17.1700,6.6150
h vendor/api/hasher/session/frame/limit4.tsx 2988 -16.7840,4.7980 -16.0950,4.6860 -16.0430,5.0040 -16.7320,5.1160
h vendor/api/hasher/session/frame/buffer11.ts 2989 -16.8000,5.5580 -16.6580,6.0290 -16.9880,6.1280 -17.1300,5.6570
h vendor/api/hasher/session/frame/client10.tsx 2990 -17.5360,5.9450 -17.1710,5.8760 -17.1110,6.1950 -17.4760,6.2640
h mobile/model/router15.ts 2994 5.6180,15.6970 6.0320,15.6000 6.0760,15.7900 5.6630,15.8870
h mobile/model/form31.go 2995 6.3450,16.0050 6.3730,15.6630 6.6100,15.6830 6.5820,16.0240
h mobile/model/clock27.tsx 2996 4.6960,16.1880 4.7350,15.8610 5.0630,15.9000 5.0230,16.2280
h mobile/model/shard37.json 2997 6.0900,15.9350 6.0930,16.3400 5.7560,16.3430 5.7520,15.9370
h packages/lib/limit/hasher21.py 3003 3.9220,16.3080 4.1810,16.0680 4.3650,16.2670 4.1060,16.5070
h packages/lib/limit/widget46.ts 3004 1.1000,16.7800 1.5630,16.7830 1.5620,16.9460 1.0990,16.9430
h packages/lib/limit/query25.md 3005 4.3960,18.1510 4.6390,18.0150 4.6940,18.1140 4.4510,18.2500
h packages/lib/limit/loader13.ts 3006 2.3770,16.6000 2.4850,16.2760 2.6060,16.3170 2.4980,16.6400
h tests/util/query/table/server2.sql 3006 3.3100,16.5400 3.3220,16.8290 3.1220,16.8370 3.1100,16.5480
h tests/util/query/table/client4.py 3007 4.4630,16.9940 4.8480,17.0010 4.8410,17.3860 4.4560,17.3790
h tests/util/query/table/signer1.md 3008 4.1240,17.1760 4.4090,17.1580 4.4170,17.2960 4.1330,17.3140
h tests/util/query/table/widget3.tsx 3009 1.6400,17.6850 1.7840,17.4170 2.0110,17.5390 1.8660,17.8070
h web/stream/client/index/buffer23.rs 3017 17.5060,-16.0980 17.7240,-15.7230 17.4620,-15.5710 17.2440,-15.9470
h web/stream/client/index/clock28.tsx 3018 17.5180,-14.9460 17.6540,-15.1960 17.9030,-15.0610 17.7670,-14.8110
h web/stream/client/index/codec36.tsx 3019 16.7970,-16.2740 17.1790,-16.4990 17.3930,-16.1350 17.0110,-15.9110
h web/stream/client/index/reducer18.go 3020 16.5690,-16.2940 16.8520,-15.9310 16.5570,-15.7000 16.2730,-16.0640
h web/stream/client/index/layout2.ts 3026 17.7080,-14.3020 17.8410,-14.5910 18.0280,-14.5050 17.8940,-14.2160
h web/stream/client/index/reducer45.py 3027 16.7350,-14.0090 16.8820,-14.2440 17.1160,-14.0980 16.9690,-13.8630
h web/stream/client/index/hasher42.ts 3028 19.0250,-14.1010 19.3060,-13.8500 19.1530,-13.6790 18.8720,-13.9290
h web/stream/client/index/invoice41.rs 3029 18.6450,-13.4760 19.0020,-13.7030 19.1540,-13.4640 18.7960,-13.2370
h web/stream/client/mapper/mapper4.json 3035 15.1010,-18.0060 15.3380,-17.9710 15.3160,-17.8230 15.0790,-17.8570
h web/stream/client/mapper/theme5.sql 3036 15.4980,-16.3250 15.7730,-16.5530 15.9770,-16.3060 15.7020,-16.0790
h web/stream/client/mapper/frame6.py 3037 14.8120,-17.4640 14.9610,-17.6230 15.0960,-17.4970 14.9480,-17.3370
h web/stream/client/mapper/state3.go 3037 15.2590,-17.7350 15.2590,-17.5100 15.1540,-17.5100 15.1530,-17.7350
h web/stream/client/mapper/signer2.go 3038 15.0170,-16.8080 15.0970,-17.2480 15.4500,-17.1840 15.3710,-16.7440
h core/queue/policy/index/token9.tsx 3043 12.7560,-18.3390 12.8730,-18.5020 12.9700,-18.4330 12.8530,-18.2690
h core/queue/policy/index/query26.tsx 3043 12.6190,-18.2990 12.8180,-18.1240 12.7030,-17.9930 12.5040,-18.1670
h core/queue/policy/index/index1.json 3044 14.1100,-17.5400 14.3180,-17.2680 14.1220,-17.1180 13.9140,-17.3900
h core/queue/policy/index/query37.json 3045 13.2060,-16.9020 13.2490,-17.2670 13.5350,-17.2330 13.4920,-16.8690
h core/queue/policy/index/query22.ts 3045 13.2180,-16.8920 13.2350,-17.2580 13.5230,-17.2440 13.5060,-16.8780
h core/queue/policy/index/buffer3.md 3051 11.9090,-17.3770 12.1610,-17.6250 12.3070,-17.4770 12.0540,-17.2290
h core/queue/policy/index/loader28.tsx 3052 10.8230,-16.9460 10.9230,-17.1550 11.0930,-17.0740 10.9930,-16.8650
h core/queue/policy/index/client36.sql 3053 12.4830,-16.6340 12.7330,-16.6330 12.7320,-16.4270 12.4820,-16.4290
h core/queue/policy/index/buffer34.rs 3054 11.9700,-16.1870 12.2530,-16.1510 12.2400,-16.0510 11.9570,-16.0870
h server/src/hasher/invoice/server1.go 3060 -12.2260,-19.1190 -12.1640,-18.9140 -12.3400,-18.8610 -12.4020,-19.0670
h server/src/hasher/invoice/plan2.py 3060 -12.1650,-18.8180 -12.0140,-18.9530 -11.9370,-18.8660 -12.0880,-18.7320
h server/src/hasher/invoice/buffer0.ts 3061 -11.4590,-18.3570 -11.0520,-18.4070 -11.0320,-18.2490 -11.4400,-18.1990
h scripts/net/clock5.ts 3066 -9.2680,13.7170 -8.9880,13.6820 -8.9710,13.8180 -9.2510,13.8530
h scripts/net/query8.sql 3067 -10.6850,14.3720 -10.6170,14.1790 -10.4930,14.2220 -10.5600,14.4150
h scripts/net/form6.go 3068 -9.4080,14.9850 -9.3930,14.6560 -9.1350,14.6680 -9.1510,14.9970
h scripts/net/form2.sql 3069 -9.5580,16.0440 -9.4680,15.7090 -9.2590,15.7650 -9.3490,16.1000
h scripts/net/form7.go 3070 -9.6670,16.1930 -9.4500,16.1870 -9.4450,16.3790 -9.6610,16.3850
h web/store/session/state/shard1.json 3080 7.4770,16.2140 7.7480,16.3120 7.6630,16.5460 7.3920,16.4480
h web/store/session/state/user2.json 3081 7.2260,16.7720 7.3180,16.9810 7.1600,17.0500 7.0680,16.8410
h web/store/session/state/invoice3.rs 3081 6.8850,17.1820 6.9930,16.9740 7.1450,17.0530 7.0370,17.2620
h web/store/session/state/pool0.tsx 3082 8.4320,17.2440 8.6260,17.0420 8.7320,17.1430 8.5380,17.3450
h server/src/hasher/metric15.go 3087 -3.8970,-20.8490 -3.7930,-21.1810 -3.5160,-21.0940 -3.6200,-20.7630
h server/src/hasher/panel0.rs 3088 -3.3630,-20.9580 -3.0660,-20.6950 -3.1840,-20.5620 -3.4810,-20.8250
h server/src/hasher/metric3.go 3089 -4.3550,-19.9700 -3.8990,-19.7930 -4.0390,-19.4320 -4.4950,-19.6080
h server/src/hasher/event4.json 3090 -3.6790,-19.6060 -3.2690,-19.5480 -3.3080,-19.2710 -3.7180,-19.3290
h packages/hooks/clock/shard/token/client42.sql 3094 -5.7790,-21.7020 -5.7620,-21.5640 -5.8710,-21.5510 -5.8880,-21.6890
h packages/hooks/clock/shard/token/codec59.py 3094 -5.4110,-21.5220 -5.4040,-21.6540 -5.3650,-21.6510 -5.3720,-21.5200
h packages/hooks/clock/shard/token/session27.rs 3095 -5.8760,-20.8650 -5.0060,-20.6580 -5.0830,-20.3330 -5.9540,-20.5400
h packages/hooks/clock/shard/token/table20.py 3095 -5.8820,-20.8340 -5.0220,-20.6850 -5.0780,-20.3640 -5.9370,-20.5130
h services/parser/query/plan/clock26.tsx 3102 24.7310,1.6660 25.0270,1.6100 25.0730,1.8530 24.7770,1.9090
h services/parser/query/plan/widget2.tsx 3103 23.7640,2.7250 24.0190,2.6190 24.1040,2.8230 23.8490,2.9290
h services/parser/query/plan/account51.tsx 3103 24.2640,2.8750 24.3610,3.0850 24.2230,3.1490 24.1260,2.9390
h services/parser/query/plan/mapper5.tsx 3104 24.2310,1.7310 24.6560,2.2890 24.4760,2.4260 24.0510,1.8680
h services/parser/query/plan/layout1.tsx 3104 24.2340,1.7430 24.6470,2.2800 24.4730,2.4130 24.0610,1.8760
h services/parser/query/plan/frame3.rs 3107 21.7030,2.7090 21.8250,2.7180 21.8200,2.7900 21.6980,2.7810
h services/parser/query/plan/guard4.json 3107 22.0110,2.7570 22.1780,2.8200 22.1240,2.9630 21.9570,2.9000
h services/parser/query/plan/buffer17.sql 3107 21.6870,2.8440 21.9810,2.8100 21.9980,2.9520 21.7040,2.9870
h services/parser/query/plan/client54.py 3107 21.9960,3.0050 22.2480,2.9920 22.2560,3.1370 22.0030,3.1510
h core/media/chart/widget/pool/widget/clock4.md 3111 23.6780,4.9530 23.7830,4.6150 24.0350,4.6930 23.9290,5.0320
h core/media/chart/widget/pool/widget/frame2.ts 3112 23.5380,6.3920 23.6910,6.2890 23.7750,6.4130 23.6220,6.5170
h core/media/chart/widget/pool/widget/mapper5.rs 3113 24.1810,4.3700 24.5880,4.3780 24.5810,4.6990 24.1740,4.6910
h core/media/chart/widget/pool/widget/token8.json 3114 24.1170,4.7450 24.5430,4.8230 24.4890,5.1170 24.0630,5.0390
h mobile/media/client/policy9.sql 3120 27.3550,-0.2630 27.3810,-0.5120 27.5470,-0.4940 27.5210,-0.2460
h mobile/media/client/token8.md 3121 25.1800,-0.3680 25.3600,-0.2260 25.2290,-0.0600 25.0490,-0.2020
h mobile/media/client/reducer4.json 3122 25.5750,1.1620 25.6440,1.4270 25.4080,1.4880 25.3390,1.2230
h mobile/media/client/codec6.py 3123 25.6880,1.5570 26.0980,1.6510 26.0600,1.8190 25.6500,1.7250
h mobile/media/user/metric/layout0.json 3124 27.8870,3.4110 27.9290,2.9240 28.2990,2.9560 28.2560,3.4430
h mobile/media/user/metric/guard6.go 3125 24.3560,3.4320 24.5000,3.7210 24.2970,3.8220 24.1530,3.5330
h mobile/media/user/metric/codec1.sql 3126 25.0950,0.2760 25.5960,0.2610 25.6020,0.4730 25.1010,0.4890
h mobile/media/user/mapper/panel1.rs 3127 26.4220,0.4470 26.8490,0.5680 26.7860,0.7880 26.3590,0.6670
h mobile/media/user/metric/guard10.sql 3128 25.3230,0.6970 25.7620,0.5920 25.8230,0.8490 25.3840,0.9530
h mobile/media/user/mapper/buffer15.sql 3129 25.9010,0.7120 26.3480,0.8880 26.2800,1.0620 25.8330,0.8860
h mobile/media/user/metric/loader2.md 3130 26.2210,1.2190 26.6670,1.3970 26.5780,1.6210 26.1310,1.4440
h mobile/media/user/mapper/reducer9.sql 3131 26.3120,2.2700 26.6560,2.6710 26.3420,2.9410 25.9980,2.5400
h mobile/media/user/mapper/policy4.sql 3132 24.9430,3.8600 25.0360,3.0340 25.5580,3.0930 25.4650,3.9190
h mobile/media/user/mapper/limit0.py 3132 24.9380,3.8420 25.0550,3.0370 25.5630,3.1110 25.4460,3.9160
h packages/lib/limit/buffer/user2.md 3140 -7.1860,16.5180 -6.8740,16.3500 -6.7340,16.6110 -7.0450,16.7790
h packages/lib/limit/buffer/sprite4.ts 3141 -5.8860,16.3000 -5.5710,16.5550 -5.6640,16.6700 -5.9790,16.4150
h packages/lib/limit/buffer/form5.md 3142 -5.5970,17.3420 -5.3370,17.0110 -5.0460,17.2400 -5.3060,17.5710
h packages/lib/limit/buffer/clock0.rs 3143 -6.1440,16.9480 -5.9860,16.6010 -5.8010,16.6840 -5.9590,17.0320
h packages/lib/limit/buffer/query8.sql 3148 -4.5170,17.6320 -4.2650,17.7620 -4.3590,17.9440 -4.6110,17.8140
h packages/lib/limit/buffer/hasher7.ts 3149 -4.2180,17.8650 -4.1050,17.6330 -3.9450,17.7110 -4.0590,17.9430
h packages/lib/limit/buffer/trace3.tsx 3150 -3.1210,19.4700 -2.9500,19.7700 -3.2020,19.9140 -3.3740,19.6130
h packages/lib/limit/buffer/guard6.json 3151 -4.5380,19.8000 -4.4220,20.2200 -4.7450,20.3090 -4.8610,19.8890
h packages/lib/limit/buffer/clock1.go 3152 -4.4700,18.0450 -4.1430,18.2130 -4.2290,18.3800 -4.5560,18.2130
h vendor/search/token/form6.go 3156 -5.3430,17.9270 -5.1100,17.8620 -5.0610,18.0410 -5.2940,18.1050
h server/net/client/state/buffer/server/router10.go 3157 -7.6420,19.1690 -7.6140,18.9260 -7.5410,18.9350 -7.5690,19.1780
h server/net/client/state/buffer/server/session1.tsx 3158 -5.4320,19.7720 -5.1230,19.8550 -5.1890,20.1030 -5.4980,20.0210
h vendor/search/token/sprite42.go 3159 -5.4380,20.5750 -5.3990,20.3720 -5.2470,20.4020 -5.2860,20.6050
h server/net/client/state/buffer/server/modal6.ts 3160 -7.4880,20.5590 -7.2450,20.9060 -7.4630,21.0580 -7.7050,20.7100
h server/net/client/state/buffer/server/loader12.tsx 3161 -6.5050,21.0960 -6.1050,21.0380 -6.0760,21.2370 -6.4760,21.2960
h server/net/client/state/buffer/server/table14.tsx 3162 -6.8790,19.7760 -6.6840,19.5970 -6.6030,19.6850 -6.7980,19.8640
h packages/hooks/session/state/account14.py 3173 -14.2920,-15.9270 -14.2300,-16.4350 -13.9620,-16.4020 -14.0230,-15.8940
h packages/hooks/session/state/index2.sql 3174 -15.2100,-15.4570 -14.9520,-15.3360 -15.0570,-15.1120 -15.3150,-15.2330
h packages/hooks/session/state/retry1.py 3175 -15.0570,-14.7560 -14.7890,-14.8210 -14.7310,-14.5810 -14.9990,-14.5160
h packages/hooks/session/state/sprite11.rs 3176 -15.3780,-16.4640 -15.1450,-16.8660 -15.0030,-16.7840 -15.2360,-16.3820
h packages/pages/session/theme/table45.py 3180 -14.0320,-18.9980 -14.0310,-18.9980 -14.0310,-18.9970 -14.0320,-18.9970
h packages/pages/session/theme/plan51.py 3180 -14.4780,-18.7490 -14.4470,-18.6690 -14.4860,-18.6540 -14.5170,-18.7330
h packages/pages/session/theme/router39.json 3181 -14.9740,-17.7880 -14.7920,-17.4420 -14.9300,-17.3690 -15.1110,-17.7160
h packages/pages/session/theme/user9.rs 3181 -14.2950,-17.2910 -13.9410,-17.3120 -13.9240,-17.0360 -14.2780,-17.0140
h vendor/api/user/frame/index36.sql 3186 -19.4770,-8.0450 -19.1290,-7.8650 -19.2640,-7.6050 -19.6120,-7.7840
h vendor/api/user/frame/invoice31.rs 3187 -20.3900,-7.0030 -20.3760,-7.2880 -20.0940,-7.2750 -20.1080,-6.9900
h vendor/api/user/frame/account9.json 3188 -20.1340,-6.6940 -19.8020,-7.0460 -19.5950,-6.8510 -19.9270,-6.4990
h vendor/api/user/frame/modal25.go 3189 -18.9700,-7.6050 -18.6420,-7.3120 -18.7650,-7.1750 -19.0930,-7.4680
h infra/domain/signer/account/theme11.tsx 3197 -18.0150,-10.5650 -17.6910,-10.6850 -17.6320,-10.5260 -17.9560,-10.4060
h infra/domain/signer/account/client46.rs 3198 -17.5950,-10.2990 -17.2980,-10.2830 -17.3130,-10.0120 -17.6100,-10.0290
h infra/domain/signer/account/pool32.md 3199 -17.0590,-9.9770 -16.9920,-9.6330 -17.2400,-9.5850 -17.3070,-9.9280
h infra/domain/signer/account/user77.json 3200 -19.2210,-9.4230 -19.1350,-9.8260 -18.9570,-9.7880 -19.0430,-9.3850
h vendor/api/user/frame/form28.md 3206 -21.5230,-5.8670 -21.1950,-5.8190 -21.2200,-5.6490 -21.5480,-5.6980
h vendor/api/user/frame/chart4.sql 3207 -19.4200,-5.6770 -19.2020,-5.3650 -19.3140,-5.2870 -19.5320,-5.5990
h vendor/api/user/frame/buffer2.json 3208 -21.3380,-5.3070 -21.1730,-5.0000 -21.3840,-4.8870 -21.5490,-5.1930
h vendor/api/user/frame/client1.go 3209 -21.1180,-5.0180 -20.7360,-5.0270 -20.7310,-4.8250 -21.1130,-4.8160
h vendor/handlers/server/limit/query1.ts 3213 -18.7290,9.0370 -18.5450,8.6930 -18.4260,8.7560 -18.6100,9.1000
h vendor/handlers/server/limit/state6.sql 3214 -18.6080,9.8260 -18.2360,9.7770 -18.1950,10.0910 -18.5670,10.1400
h vendor/handlers/server/limit/modal9.tsx 3215 -17.9610,10.2760 -17.6520,10.3180 -17.6760,10.4980 -17.9860,10.4560
h vendor/handlers/server/limit/invoice20.json 3216 -16.9620,8.6190 -16.7340,9.4740 -17.3010,9.6260 -17.5300,8.7710
h vendor/handlers/server/limit/table18.sql 3217 -17.8520,9.5940 -17.7700,10.0060 -18.0900,10.0700 -18.1720,9.6580
h web/stream/client/index/query33.ts 3223 18.9440,-16.2340 18.9680,-16.0060 18.8710,-15.9960 18.8470,-16.2230
h web/stream/client/index/pool1.md 3223 18.7800,-16.1420 18.8400,-15.8140 18.6510,-15.7800 18.5910,-16.1080
h web/stream/client/index/signer31.ts 3224 17.8030,-16.3460 18.3140,-16.6020 18.4270,-16.3770 17.9160,-16.1210
h web/stream/client/index/router38.sql 3224 17.8040,-16.3290 18.3000,-16.6130 18.4250,-16.3950 17.9290,-16.1110
h web/stream/client/index/client21.rs 3228 19.3900,-16.1070 19.7820,-16.3800 20.0080,-16.0550 19.6160,-15.7820
h web/stream/client/index/modal22.sql 3229 20.0170,-15.9180 20.3140,-16.0860 20.4590,-15.8290 20.1620,-15.6610
h web/stream/client/index/plan49.rs 3230 18.7100,-14.6660 18.7520,-14.8680 18.9090,-14.8350 18.8670,-14.6330
h web/stream/client/index/hasher47.rs 3231 19.9480,-15.8530 20.1790,-15.5370 19.9480,-15.3680 19.7170,-15.6840
h web/stream/client/index/hasher4.go 3237 20.6380,-18.2990 20.6820,-18.0310 20.5420,-18.0080 20.4970,-18.2760
h web/stream/client/index/theme30.tsx 3238 19.4930,-16.9280 19.7680,-17.1990 19.8850,-17.0800 19.6100,-16.8090
h core/media/table/query/limit/loader/index14.md 3238 19.5000,-16.9120 19.7510,-17.2050 19.8780,-17.0960 19.6270,-16.8030
h web/stream/client/index/limit40.rs 3239 20.1980,-18.2970 20.3800,-18.3590 20.4080,-18.2760 20.2260,-18.2140
h core/media/table/query/limit/loader/reducer53.rs 3239 20.2020,-18.1280 20.4240,-18.1750 20.4430,-18.0840 20.2220,-18.0370
h web/stream/client/index/sprite9.py 3240 19.7570,-18.0580 19.9050,-18.1630 19.9930,-18.0380 19.8440,-17.9340
h core/media/table/query/limit/loader/query9.md 3240 19.7060,-18.0470 19.7600,-17.8310 19.6400,-17.8010 19.5860,-18.0180
h core/media/table/query/limit/loader/table27.json 3241 18.6020,-17.4190 18.8590,-16.9880 18.6300,-16.8510 18.3730,-17.2830
h core/media/table/query/limit/loader/chart19.json 3241 18.6020,-17.4190 18.8590,-16.9880 18.6300,-16.8510 18.3730,-17.2830
h core/stream/theme/account/frame7.py 3246 16.1680,-19.5800 16.4690,-19.6520 16.5290,-19.4040 16.2270,-19.3320
h core/stream/theme/account/token15.go 3247 16.7850,-19.1940 17.0160,-19.6170 17.2000,-19.5170 16.9690,-19.0930
h core/stream/theme/account/widget0.tsx 3248 16.0030,-19.3640 16.2380,-19.0870 16.0130,-18.8960 15.7780,-19.1730
h core/stream/theme/account/policy3.go 3249 15.7010,-18.9410 16.0020,-18.6950 15.8130,-18.4630 15.5110,-18.7090
h core/stream/theme/account/retry14.json 3250 18.0010,-18.4790 18.1140,-18.8110 18.3140,-18.7440 18.2010,-18.4110
h tests/util/query/hasher/loader48.tsx 3258 11.7780,18.2280 11.9520,18.4200 11.7670,18.5870 11.5930,18.3950
h tests/util/query/hasher/loader71.go 3259 13.4320,18.8000 13.6910,18.5850 13.8570,18.7840 13.5980,19.0000
h tests/util/query/hasher/index64.tsx 3260 11.9820,18.6980 12.0970,19.1680 11.8030,19.2400 11.6890,18.7690
h tests/util/query/hasher/client77.go 3261 12.6030,17.8030 12.7620,18.3550 12.5790,18.4070 12.4200,17.8560
h web/domain/sprite/account/layout4.sql 3266 1.5800,-23.5630 2.0570,-23.4870 2.0120,-23.2040 1.5350,-23.2800
h web/domain/sprite/account/table7.ts 3267 2.6940,-23.4280 2.8620,-23.3570 2.8000,-23.2080 2.6320,-23.2790
h web/domain/sprite/account/retry5.py 3268 1.8890,-21.3150 2.0260,-21.5560 2.1960,-21.4590 2.0580,-21.2190
h web/domain/sprite/account/client10.tsx 3269 1.3330,-22.4210 1.4210,-22.8290 1.6210,-22.7860 1.5330,-22.3780
h web/domain/sprite/account/sprite16.tsx 3270 1.7160,-22.4420 1.8240,-22.9830 2.1360,-22.9210 2.0280,-22.3800
h web/stream/client/index/invoice34.rs 3276 20.1850,-13.7440 20.3290,-14.0470 20.4510,-13.9890 20.3070,-13.6860
h web/stream/client/index/clock44.py 3276 20.1870,-13.7410 20.3260,-14.0470 20.4490,-13.9910 20.3090,-13.6860
h web/stream/client/index/limit46.py 3276 20.1770,-13.7530 20.3420,-14.0450 20.4590,-13.9790 20.2940,-13.6870
